,y_train,y_lda_train_pred,y_lda_train_pred_proba
1391,0,0,0.5401643166539005
317,1,1,0.0790028742586586
648,0,0,0.5699310781680074
709,0,1,0.45831053791218956
1382,1,0,0.615676063969985
1282,1,0,0.5895114925403456
972,1,1,0.4844548972224899
627,0,0,0.8175667908837172
632,0,0,0.8166194162545033
1306,1,0,0.7577744743157144
1248,0,0,0.9060073882900648
1527,1,1,0.16299267796672756
1254,0,0,0.9053576044788627
1371,1,0,0.6189705391938909
1354,1,1,0.43846265978277577
1504,0,0,0.7829994999610522
1446,0,0,0.8394861672007947
795,0,0,0.9163407879501508
645,0,0,0.5708630795510897
1012,0,1,0.34266837294264807
556,0,0,0.9555219384407004
681,0,0,0.8584976085043612
577,0,0,0.9780066224084696
1109,1,1,0.1985261877799097
1266,0,0,0.9040459598557566
1183,1,1,0.056443595887360365
524,0,0,0.9087804041214179
1059,0,1,0.26221334958924725
540,0,0,0.9070848206115213
1194,1,1,0.11142939919918105
748,0,0,0.7935641401341705
1449,1,1,0.44764923822583125
484,1,1,0.248886345160653
95,0,0,0.8742086115890362
1020,1,0,0.5756890150617706
563,0,0,0.978385180264721
1264,0,0,0.9042656900572763
742,0,0,0.7948075048055057
863,0,0,0.6963817839811852
891,1,1,0.40200301811247496
1038,1,1,0.13980988138146255
206,1,1,0.327825476277113
392,1,1,0.2025099785493205
794,0,0,0.9164379266924163
870,0,0,0.6945021257678075
397,1,1,0.20148816197341612
766,0,0,0.834988870840019
1439,0,0,0.8406784125924456
1241,0,0,0.8206222057727834
1028,1,1,0.1413415511464311
642,1,0,0.5717945786827578
612,0,0,0.6824010847535922
960,1,1,0.29817900639944783
725,0,0,0.6505748120775625
683,0,0,0.8581893049647522
98,1,0,0.6984657703100214
804,0,0,0.9583680420991181
406,1,1,0.34653794177672803
502,0,0,0.7059250046673154
1071,0,1,0.42664015162333857
1056,0,1,0.26294981134167195
929,0,0,0.753586391319129
779,1,0,0.8327054669628775
200,1,1,0.329503870562178
134,0,0,0.9851750269205055
1051,0,1,0.26418020046693325
40,0,0,0.9313593393932295
1017,0,0,0.9031246961142968
230,1,1,0.3211561134590749
378,1,1,0.10322180111364954
288,1,0,0.6010144529949168
418,1,1,0.3431009205924973
391,1,1,0.20271480515969753
592,0,1,0.49529682756938387
1162,0,1,0.026628389148447895
1086,0,1,0.42199486348404625
647,0,0,0.570241800710326
1152,0,1,0.026958973941067388
1367,1,1,0.4344089237927232
520,1,0,0.7767097231562727
64,0,0,0.770437689671228
14,0,0,0.598118847644157
1180,1,1,0.05664649842405278
1064,0,1,0.26098887173922714
492,1,1,0.13039708577496023
379,1,1,0.10310450356714218
187,1,0,0.6513286829172291
763,0,0,0.8355122453848169
216,0,1,0.3250379247156412
791,0,0,0.9167287281566936
1076,0,1,0.42509024133030804
878,0,0,0.6923459878444262
337,1,1,0.15811362158097098
719,1,1,0.45516477594502625
295,0,1,0.28368681674074137
1016,0,0,0.9263104784333944
1275,1,0,0.5916573187001047
455,1,1,0.1392022547470303
1564,1,1,0.4700605039895811
815,0,0,0.9578080514962531
269,1,1,0.1614578133556116
995,1,0,0.6598840028864923
201,0,1,0.32922383460774307
161,0,0,0.949530815054865
729,0,0,0.6494211112969738
401,1,1,0.20067348782635253
702,1,1,0.46051456561990156
1129,1,1,0.33922493366110684
565,0,0,0.9783314932463573
1413,0,0,0.7195256872888918
1021,1,1,0.26439820312198303
1025,0,0,0.8965570566903814
1411,0,0,0.7200371081121876
1104,1,1,0.09991316327629451
205,0,1,0.32810490459898156
34,0,0,0.9753005053661826
775,0,0,0.8334107298294978
508,0,0,0.8350989453644023
1451,1,1,0.44702237059110805
1478,0,0,0.6369285890269694
1542,1,1,0.3002417320922234
1390,0,0,0.5404792055244225
91,0,0,0.8217015293686878
1363,1,1,0.4356553189440293
897,1,1,0.4001757395279495
564,0,0,0.9783583530351299
1369,1,0,0.6195683699167074
776,0,0,0.8332346374380334
241,1,1,0.3181233338159798
13,0,0,0.951004500621663
315,1,1,0.07918756524493409
600,0,1,0.49276159356383675
387,1,1,0.20353565625657832
1297,1,0,0.759862679237025
166,1,0,0.542438477645312
840,1,1,0.33095955943603383
20,1,0,0.5962890230120401
646,0,0,0.570552467916313
1508,0,1,0.166305671997664
1154,0,1,0.026892539299417595
831,1,1,0.3334909227420708
1267,0,0,0.9039359257892359
562,0,0,0.978411974972771
1526,1,1,0.1631657129088604
686,0,0,0.8577257985004421
957,1,1,0.2989755481912598
189,1,1,0.4823726841511078
975,1,1,0.4835050232380672
699,0,0,0.8557026530004407
1499,0,0,0.7840746356945715
510,1,1,0.42461349876260934
1082,0,1,0.4232322935881786
474,1,1,0.25126393342543674
856,0,0,0.5212033765117441
747,0,0,0.7937717540373462
252,1,1,0.08055234307885428
21,1,1,0.05592436663702338
1337,1,1,0.2621451944847165
459,1,1,0.1385957091113872
1184,1,1,0.05637611368440809
276,1,1,0.1602598949066888
955,1,1,0.29950725343891627
1215,0,0,0.6779865123463433
385,1,1,0.20394700873047422
805,0,0,0.9583174290532959
1437,0,0,0.8410177331825669
1515,1,1,0.1650788662345256
343,1,1,0.15710368322622215
769,0,0,0.834464160935369
1332,1,1,0.2633731640075826
130,0,0,0.8955158600973627
871,0,0,0.6942330715888202
1123,1,1,0.19571715325575767
1396,0,0,0.5385893962155297
87,0,0,0.9736639178960315
1482,1,0,0.635755058331205
330,1,1,0.159298540328773
1238,0,0,0.8211813892342912
466,1,1,0.25317683709055394
121,0,0,0.6815940167937188
1044,1,1,0.13889756787052432
1095,1,1,0.10094398352959155
1130,1,1,0.3389408123802661
1294,1,0,0.7605560051006027
860,0,0,0.5199377225492354
1459,1,1,0.4445166034180421
1126,1,1,0.19511914520863505
