,y_train,y_train_pred,y_train_pred_proba
1371,1,1,0.36731047362898234
1354,1,1,0.3676879431317272
1504,0,1,0.5
1446,0,1,0.4860722561682007
795,0,0,0.7090013376797714
645,0,0,0.5251608059044334
1012,0,1,0.3762178815586318
556,0,0,0.6204592759108583
681,0,0,0.5284234099348089
577,0,0,0.6221280498511864
1109,1,1,0.3587131410404692
1266,0,1,0.41052012398243914
1183,1,1,0.30785272267879116
524,0,0,0.6167059783369495
1059,0,1,0.34394989395135545
540,0,0,0.6185665350704244
1194,1,1,0.30754663125790965
748,0,0,0.5379878284328796
1449,1,1,0.5
484,1,1,0.44481136884704103
95,0,0,0.7022253150288407
1020,1,0,0.5106947987264161
563,0,0,0.6205532526070542
1264,0,1,0.41045431404814015
742,0,0,0.5373636279654328
863,0,0,0.6184713401225927
891,1,0,0.6194354590258223
1038,1,1,0.34296682654942656
206,1,1,0.3078787744061237
392,1,1,0.4318637871140463
794,0,0,0.7089151894102095
870,0,0,0.6190774580617111
397,1,1,0.4324846431785528
766,0,0,0.7064106103927607
1439,0,1,0.4859599408108911
1241,0,1,0.41053279968760903
1028,1,1,0.3425196682601771
642,1,0,0.5248232692762519
612,0,0,0.5239100937400085
960,1,0,0.6271514510121872
725,0,0,0.5363871473143494
683,0,0,0.5286420001376997
98,1,0,0.6575608680849412
804,0,0,0.7090996902970313
406,1,1,0.43286524523334025
502,0,0,0.5287731501092628
1071,0,1,0.3437384310198984
1056,0,1,0.3438191567421506
929,0,0,0.6218707679482033
779,1,0,0.7075601787337907
200,1,1,0.3074977741904294
134,0,0,0.5266258111812753
1051,0,1,0.34360033340342594
40,0,0,0.7414710783816136
1017,0,1,0.4384290650840459
230,1,1,0.3093994132802095
378,1,1,0.4300535364057132
288,1,1,0.3121246374044375
418,1,1,0.43434193467996746
391,1,1,0.4317394709191911
592,0,0,0.5215344333414615
1162,0,1,0.30703166778809726
1086,0,1,0.34437396603777853
647,0,0,0.5253854454270378
1152,0,1,0.3066606946305049
1367,1,1,0.36806938386547666
520,1,0,0.5987501729975457
64,0,0,0.7194059389800648
14,0,0,0.5719303132240392
1180,1,1,0.3077443381979456
1064,0,1,0.34416685935510355
492,1,1,0.4646914763225882
379,1,1,0.4301784784327393
187,1,0,0.7048025733946787
763,0,0,0.7061428536149016
216,0,1,0.30851304572081734
791,0,0,0.7086561270602628
1076,0,1,0.3439514437664938
878,0,0,0.6197642285640046
337,1,1,0.4274256276103466
719,1,0,0.5356872831181417
295,0,1,0.2621278471373978
1016,0,1,0.42164686389234746
1275,1,1,0.42866218705907555
455,1,1,0.44207573439789327
1564,1,1,0.4417362358383561
815,0,0,0.710029746986214
269,1,1,0.2610444168118628
995,1,0,0.6290841953998066
201,0,1,0.3075612964035566
161,0,0,0.5411816367218475
729,0,0,0.5368099977154409
401,1,1,0.4329804547229041
702,1,0,0.5338669572865903
1129,1,1,0.35877122530408473
565,0,0,0.620779396587076
1413,0,1,0.4864163937523699
1021,1,1,0.4479768861559614
1025,0,1,0.4934252143598921
1411,0,1,0.48637950405484515
1104,1,1,0.35842057099922947
205,0,1,0.3078152967089204
34,0,0,0.7747385932640075
775,0,0,0.7072083190908207
508,0,0,0.5287534086469513
1451,1,1,0.5
1478,0,1,0.5
1542,1,1,0.4423947886560301
1390,0,1,0.48591325585047057
91,0,0,0.7149312341464537
1363,1,1,0.36795308075416067
897,1,0,0.6199415537612958
564,0,0,0.6206663734182868
1369,1,1,0.36725320490872404
776,0,0,0.7072964384649981
241,1,1,0.31009444785684515
13,0,0,0.5394368506678355
315,1,1,0.4245564148243707
600,0,0,0.522462657342009
387,1,1,0.4312417247621051
1297,1,1,0.4294029869301634
166,1,0,0.666217579533997
840,1,0,0.6171480735373084
20,1,0,0.5723631865383577
646,0,0,0.5252731641992114
1508,0,1,0.44188657365923834
1154,0,1,0.3067352019522884
831,1,0,0.6163403421093632
1267,0,1,0.4105529320784212
562,0,0,0.6204400341777059
1526,1,1,0.44213398718455776
686,0,0,0.5289692911565465
957,1,0,0.62691875929477
189,1,0,0.6796684468457016
975,1,0,0.6283564733033046
699,0,0,0.5303792734279722
1499,0,1,0.5
510,1,0,0.5982336396020986
1082,0,1,0.3442055185734606
474,1,1,0.443614455086566
856,0,0,0.6186210713516659
747,0,0,0.5378840036703559
252,1,1,0.259976623718959
21,1,0,0.6007880219192331
1337,1,1,0.3671114962217922
459,1,1,0.44256018027807437
1184,1,1,0.3078887718064822
276,1,1,0.2614608675808914
955,1,0,0.6267631360614722
1215,0,1,0.40954752346417395
385,1,1,0.43099256365231475
805,0,0,0.7091847549177576
1437,0,1,0.485927187101632
1515,1,1,0.4419853364098284
343,1,1,0.4281865506101811
769,0,0,0.706677440199976
1332,1,1,0.36695703117937956
130,0,0,0.632887633112585
871,0,0,0.6191636506685163
1123,1,1,0.3593434799054953
1396,0,1,0.4860324730973486
87,0,0,0.7023599667229764
1482,1,1,0.5
330,1,1,0.4265358258232556
1238,0,1,0.410428621820961
466,1,1,0.4426530929077331
121,0,0,0.6867944845882328
1044,1,1,0.3432329158261628
1095,1,1,0.3580064783342624
1130,1,1,0.35881527030024135
1294,1,1,0.42931226401219075
860,0,0,0.618971099981898
1459,1,1,0.5
1126,1,1,0.3594770457896473
