y_train;y_train_pred;y_train_pred_proba
0;0;0.9583174290532889
0;0;0.8410177331825056
1;1;0.16507886623434198
1;1;0.15710368322618196
0;0;0.834464160935223
1;1;0.2633731640073462
0;0;0.8955158600974079
0;0;0.6942330715887678
1;1;0.19571715325564643
0;0;0.538589396215264
0;0;0.9736639178960276
1;0;0.6357550583310891
1;1;0.15929854032873236
0;0;0.821181389234274
1;1;0.25317683709048566
0;0;0.6815940167936008
1;1;0.13889756787037166
1;1;0.10094398352946032
1;1;0.33894081238010776
1;0;0.76055600510054
0;0;0.5199377225492305
1;1;0.44451660341771315
1;1;0.1951191452085418
